t_s,Vxx_X_V,Vxx_Y_V,Vxx_R_V,Vxx_theta_deg,Vxy_X_V,Vxy_Y_V,Vxy_R_V,Vxy_theta_deg,VB_V
1.076394,0.000588898,6.19891e-06,0.000588898,0.618,2.19346e-05,-4.48229e-05,4.95913e-05,-63.096,-0.00038692128
1.803489,0.000592235,7.15259e-06,0.000592235,0.708,-9.5368e-06,-3.81472e-05,3.81472e-05,-102.846,-0.000384033632
2.638893,0.000593189,7.15259e-06,0.000593189,0.708,-3.24252e-05,-2.00273e-05,3.71935e-05,-148.86,-0.000383036672
3.646417,0.000592712,7.15259e-06,0.000592712,0.708,-3.81472e-05,5.72208e-06,3.71935e-05,169.878,-0.000386061888
4.727277,0.000592235,7.15259e-06,0.000592235,0.708,-2.47956e-05,2.86103e-05,3.71935e-05,130.71,-0.00038592432
5.827289,0.000592235,7.15259e-06,0.000592235,0.708,9.53682e-07,3.71935e-05,3.71935e-05,87.954,-0.000385259776
7.138519,0.000592235,7.15259e-06,0.000592235,0.708,2.6703e-05,2.57493e-05,3.71935e-05,43.566,-0.000386657696
7.677519,0.000592712,7.15259e-06,0.000592712,0.708,3.71935e-05,0.0,3.71935e-05,1.02,-0.00038695568
8.690383,0.000592712,7.15259e-06,0.000592712,0.708,2.86103e-05,-2.47956e-05,3.71935e-05,-40.71,-0.000387265024
9.694377,0.000592235,7.15259e-06,0.000592235,0.708,5.72208e-06,-3.81472e-05,3.71935e-05,-79.878,-0.000387368192
10.703962,0.000592235,7.15259e-06,0.000592235,0.708,-2.00273e-05,-3.24252e-05,3.71935e-05,-122.004,-0.00038775776
11.714428,0.000592712,7.15259e-06,0.000592712,0.708,-3.62399e-05,-1.04905e-05,3.71935e-05,-164.478,-0.000387563008
12.722380,0.000593189,7.15259e-06,0.000593189,0.708,-3.33788e-05,1.71663e-05,3.71935e-05,152.526,-0.000387265024
13.731779,0.000592235,7.15259e-06,0.000592235,0.708,-1.33515e-05,3.52862e-05,3.71935e-05,109.722,-0.000388353664
14.736679,0.000592712,7.15259e-06,0.000592712,0.708,1.23978e-05,3.52862e-05,3.71935e-05,70.278,-0.000389751648
15.742133,0.000592235,7.15259e-06,0.000592235,0.708,3.14715e-05,1.90736e-05,3.71935e-05,31.14,-0.00038755152
17.255244,0.000592235,7.15259e-06,0.000592235,0.708,3.62399e-05,-8.58313e-06,3.71935e-05,-12.306,-0.00038821616
18.138496,0.000592712,7.15259e-06,0.000592712,0.708,2.0981e-05,-3.14715e-05,3.71935e-05,-55.176,-0.00039018704
19.027361,0.000592712,7.15259e-06,0.000592712,0.708,-6.67575e-06,-3.81472e-05,3.71935e-05,-99.132,-0.000390347456
19.774386,0.000592712,7.15259e-06,0.000592712,0.708,-2.6703e-05,-2.6703e-05,3.71935e-05,-135.708,-0.000387368128
20.783947,0.000592235,7.15259e-06,0.000592235,0.708,-3.81472e-05,-9.53682e-07,3.71935e-05,-178.98,-0.000387849408
21.792726,0.000592235,7.15259e-06,0.000592235,0.708,-2.86103e-05,2.3842e-05,3.71935e-05,138.618,-0.00038781504
22.801923,0.000592235,7.15259e-06,0.000592235,0.708,-4.7684e-06,3.71935e-05,3.71935e-05,96.114,-0.000387620288
23.813192,0.000592235,7.15259e-06,0.000592235,0.708,2.19346e-05,2.86103e-05,3.71935e-05,52.308,-0.000387322336
24.813425,0.000592712,7.15259e-06,0.000592712,0.708,3.52862e-05,1.04905e-05,3.71935e-05,16.506,-0.000387471296
25.821947,0.000592712,7.15259e-06,0.000592712,0.708,3.33788e-05,-1.62126e-05,3.71935e-05,-25.2,-0.000385626368
26.831657,0.000592712,7.15259e-06,0.000592712,0.708,1.33515e-05,-3.52862e-05,3.71935e-05,-68.01,-0.000385374304
27.843606,0.000592712,7.15259e-06,0.000592712,0.708,-1.52589e-05,-3.52862e-05,3.71935e-05,-112.932,-0.000385385728
29.138526,0.000592712,7.15259e-06,0.000592712,0.708,-3.43325e-05,-1.62126e-05,3.71935e-05,-155.724,-0.000386417056
30.027333,0.000593189,7.15259e-06,0.000593189,0.708,-3.71935e-05,5.72208e-06,3.71935e-05,170.706,-0.000386520192
31.127348,0.000593189,7.15259e-06,0.000593189,0.708,-2.28883e-05,2.9564e-05,3.71935e-05,126.252,-0.000386921248
31.874706,0.000593189,7.15259e-06,0.000593189,0.708,5.72208e-06,3.62399e-05,3.71935e-05,80.706,-0.00038805568
32.881467,0.000592712,7.15259e-06,0.000592712,0.708,2.86103e-05,2.3842e-05,3.71935e-05,39.936,-0.000388468256
33.891536,0.000593189,7.15259e-06,0.000593189,0.708,3.71935e-05,-2.86104e-06,3.71935e-05,-3.012,-0.000389797472
34.894762,0.000593189,7.15259e-06,0.000593189,0.708,0.000389101,-0.00017357,0.000425341,-23.916,-0.000390209952
35.895776,0.000593189,7.15259e-06,0.000593189,0.708,0.000467302,-0.000390055,0.000608448,-39.804,-0.000388261952
